"Data from Open Data/DOT as of Summer 2021*
Some Open Streets have been Combined in this analysis",,,,,Transportation Alternatives' Data,,,,,,ACS 2014-2018 US Census Data,,,,,,,,,,,,,,,,,,,,,,,Data from Open Data/DOT,,,,,,,,,,,,,,,,
Manhattan,East 7th Street,Avenue A,1st Avenue,Overthrow Hospitality,"111 E 7th St, New York, NY 10009",7.0,0%,100%,Active,633.00,"51,537","9,711","41,826","29,552","4,471",67,"6,519",8,98,"1,111","27,137","2,578","1,772","2,257","2,215","2,193","3,546","2,623","4,215","1,937","3,801","$67,887","$102,410",Temporary Full Closure,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,ALL,
Manhattan,East 90th Street,5th Avenue,Madison Avenue,Church of the Heavenly Rest,"1085 5th Ave, New York, NY 10128",9.5,100%,100%,Active,456.76,"25,940","1,931","24,009","20,876",95,10,"2,184",0,82,762,"12,451",426,148,450,494,464,770,"1,167","1,534","1,443","5,555","$176,767","$307,315",Temporary Full Closure,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,East End Avenue,East 83rd Street,East 89th Street,Carl Schurz Park,"110 East End Ave, New York, NY 10028",2.0,0%,0%,Active,"1,585.38","38,770","5,016","33,754","30,113",288,91,"2,477",0,81,704,"20,058",680,280,782,539,"1,280","2,559","2,672","4,429","1,977","4,860","$114,754","$183,545",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Edgecombe Avenue,St. Nicholas Place,West 145th Street,Jackie Robinson Park,"345 Edgecombe Ave, New York, NY 10031",1.0,0%,0%,Non-operational,,"71,665","29,007","42,658","8,773","29,880",81,"1,803",11,102,"2,008","27,957","2,915","2,339","3,493","3,060","3,784","4,316","3,149","2,768",872,"1,261","$42,458","$65,477",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Elizabeth Street,Spring Street,East Houston Street,Musket Hospitality LLC,"236 Elizabeth St, New York, NY 10012",4.0,0%,0%,Non-operational,,"33,415","4,119","29,296","14,883","1,179",211,"11,501",0,142,"1,380","14,938","1,375",951,"1,156",753,899,"1,877","1,371","2,391","1,345","2,820","$83,352","$135,569",Temporary Full Closure,N/A,N/A,4:30 PM,12:00 AM,4:30 PM,12:00 AM,4:30 PM,12:00 AM,4:30 PM,12:00 AM,10:00 AM,12:00 AM,10:00 AM,11:00 PM,"T,W,R,F,S,U",
Manhattan,Frederick Douglass Boulevard,West 112th Street,West 120th Street,Frederick Douglass Boulevard Alliance,"2071 Frederick Douglass Blvd, New York, NY 10026",7.0,50%,50%,Active,"2,101.00","32,689","7,838","24,851","7,988","13,657",1,"2,340",0,59,806,"13,708","1,933","1,358",859,"1,136","1,123","1,661","1,549","1,563",869,"1,657","$56,975","$99,974",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00 PM,10:00 PM,12:00 PM,10:00 PM,12:00 PM,9:00 PM,"F,S,U",
Manhattan,Front Street,Beekman Street,Peck Slip,Seaport,"224 Front St, New York, NY 10038",6.3,33%,67%,Active,317.70,"35,601","4,220","31,381","16,527","2,350",80,"11,269",0,121,"1,034","15,737","1,330",910,"1,576",871,910,"1,272","1,037","2,286","1,634","3,911","$99,096","$143,672",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Gansevoort Street,9th Avenue,Washington Street,Meatpacking Business Improvement District,"63 Gansevoort St, New York, NY 10014",6.7,100%,100%,Active,403.00,"27,861","3,683","24,178","19,657","1,072",0,"2,583",0,26,840,"16,251","1,234",747,884,859,623,"1,409","1,302","2,319","1,896","4,978","$122,277","$205,581",Mix of Two Types,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,ALL,
Manhattan,Greenwich Street,,,,,4.0,0%,0%,Non-operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattan,Hester Street,Mulberry Street,Mott Street,Little Italy Merchants Association,"193 Hester St, New York, NY 10013",7.0,100%,100%,Active,220.00,"40,190","3,104","37,086","14,522","1,421",212,"19,557",0,174,"1,200","16,675","1,387","1,304","1,744","1,262","1,044","1,779","1,566","2,108","1,120","3,361","$71,968","$159,664",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00 PM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,"F,S,U",
Manhattan,Hudson Blvd East,West 35th Street,West 36th Street,Hudson Yards Hell's Kitchen Alliance,"5 Hudson Blvd E, New York, NY 10001",1.5,0%,0%,Active,220.00,"21,794","3,693","18,101","11,520","1,323",15,"4,838",20,6,379,"12,774",880,434,818,560,"1,085","1,302","1,169","2,440","1,071","3,015","$102,473","$155,657",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Hudson Blvd West,West 35th Street,West 36th Street,Hudson Yards Hell's Kitchen Alliance,"542 W 36th St, New York, NY 10018",2.0,0%,100%,Non-operational,,"21,794","3,693","18,101","11,520","1,323",15,"4,838",20,6,379,"12,774",880,434,818,560,"1,085","1,302","1,169","2,440","1,071","3,015","$102,473","$155,657",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Irving Place,East 16th Street,East 20th Street,Gramercy,"55 Irving Pl, New York, NY 10003",1.0,0%,0%,Non-operational,,"52,557","4,199","48,358","36,892","1,970",257,"8,160",55,144,880,"24,902","1,194",708,"1,187","1,238","1,310","2,618","2,331","3,687","2,738","7,891","$123,465","$196,812",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Jane Street,Hudson Street,8th Avenue,West Village,"50 Jane St, New York, NY 10014",8.3,100%,100%,Active,318.00,"37,302","3,997","33,305","28,596","1,037",0,"2,432",5,93,"1,142","21,911","1,416",731,"1,008","1,377","1,083","1,937","1,681","3,463","2,564","6,651","$124,138","$196,556",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Jefferson Street,East Broadway,Madison Street,LES Enfants de Boheme,"26 Jefferson St, New York, NY 10002",2.0,0%,0%,Non-operational,,"53,870","11,182","42,688","11,239","3,188",329,"26,816",24,161,931,"23,184","3,467","2,939","3,014","2,000","2,462","2,778","1,689","2,228",959,"1,648","$35,920","$68,455",Temporary Limited Local Access,10:00 AM,9:00 PM,N/A,N/A,N/A,N/A,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,10:00 AM,9:00 PM,"R,F,S,U",
Manhattan,Jones Street,Bleecker Street,West 4th Street,Blind Tiger,"17 Jones St, New York, NY 10014",6.0,67%,100%,Active,466.00,"38,479","2,424","36,055","31,101",668,0,"3,001",5,212,"1,068","21,813",765,362,"1,032",996,"1,606","1,841","2,129","3,740","2,435","6,907","$126,093","$201,552",Temporary Full Closure,5:00 PM,10:00 PM,5:00 PM,10:00 PM,5:00 PM,10:00 PM,5:00 PM,10:00 PM,5:00 PM,10:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,ALL,
Manhattan,King Street,Hudson Street,Greenwich Street,Hudson Square Business Improvement District,"128 King St, New York, NY 10014",1.7,0%,0%,Non-operational,,"20,864","1,308","19,556","16,813",521,0,"1,526",0,179,517,"11,191",346,191,561,499,714,919,"1,345","1,516","1,162","3,938","$130,523","$251,023",Temporary Limited Local Access,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,N/A,ALL,
Manhattan,Lafayette Street,Spring Street,Kenmare Street,Osteria Morini,"237 Lafayette St, New York, NY 10012",5.5,100%,100%,Active,291.00,"40,061","4,541","35,520","19,989","1,319",211,"12,338",0,142,"1,521","18,786","1,662","1,025","1,285",909,"1,240","2,338","1,704","3,085","1,671","3,867","$88,703","$151,478",Temporary Full Closure,12:00 PM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,ALL,
Manhattan,Laurel Hill Terrace,Amsterdam Avenue,Amsterdam Avenue,Highbridge Park,"90 Laurel Hill Terrace, New York, NY 10033",1.0,0%,0%,Non-operational,,"52,561","41,083","11,478","7,731","2,162",20,973,0,139,453,"16,213","1,516","1,517","2,044","1,488","2,332","3,024","1,667","1,660",572,393,"$44,238","$57,710",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Little 6th Avenue,Spring Street,Broome Street,Hudson Square Business Improvement District,"155 6th Ave New York, NY 10013",7.3,67%,100%,Active,432.55,"20,556","1,228","19,328","16,088",595,0,"1,864",0,113,668,"10,349",469,215,372,468,643,858,916,"1,506",795,"4,107","$139,740","$301,018",Temporary Limited Local Access,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,5:00 PM,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,11:00 PM,9:00 AM,11:00 PM,"M,T,W,R,F,S,U",
Manhattan,Little West 12th Street,9th Avenue,Washington Street,Meatpacking Business Improvement District,"19 Little W 12th St, New York, NY 10014",5.5,100%,100%,Active,455.53,"27,861","3,683","24,178","19,657","1,072",0,"2,583",0,26,840,"16,251","1,234",747,884,859,623,"1,409","1,302","2,319","1,896","4,978","$122,277","$205,581",Mix of Two Types,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,10:00 AM,11:00 PM,ALL,
Manhattan,Ludlow Street,Rivington Street,Stanton Street,Lower East Side Partnership,"92 Rivington St # 3, New York, NY 10002",4.3,0%,0%,Active,423.02,"35,359","5,893","29,466","14,317","1,365",194,"12,025",0,206,"1,359","16,817","1,910","1,359","1,542",926,"1,124","2,198","1,836","2,490","1,381","2,051","$67,929","$105,369",Temporary Limited Local Access,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,ALL,
Manhattan,MacDougal Street,West 8th Street,West 4th Street,Village Alliance,"175 MacDougal St, New York, NY 10011",3.0,0%,33%,Non-operational,,"44,722","2,674","42,048","35,209","1,079",17,"4,358",5,135,"1,245","24,076",858,397,"1,278","1,071","1,704","2,332","2,219","3,762","2,732","7,723","$126,569","$201,160",Temporary Limited Local Access,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:30 AM,1:30 PM,U,
Manhattan,Montgomery Street,East Broadway,Henry Street,Ernesto's NYC,"259 E Broadway, New York, NY 10002",5.0,67%,67%,Active,202.66,"37,744","10,450","27,294","9,146","3,113",262,"13,839",0,126,808,"16,529","2,767","2,170","2,041","1,344","1,690","1,850",882,"1,797",695,"1,293","$34,616","$69,825",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10:00 AM,12:00 AM,10:00 AM,12:00 AM,10:00 AM,12:00 AM,"F,S,U",
Manhattan,Morningside Avenue,Manhattan Avenue,West 116th Street,Morningside Park,"371w W 117th St, New York, NY 10026",1.0,0%,0%,Non-operational,,"41,850","7,341","34,509","12,244","17,224",74,"3,703",5,78,"1,181","15,938","2,222","1,267",783,"1,017","1,438","2,099","1,563","2,350","1,080","2,119","$64,050","$104,936",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Morton Street,7th Avenue South,Bleecker Street,Mad Morton,"47 7th Ave S, New York, NY 10014",8.5,100%,100%,Active,259.34,"38,479","2,424","36,055","31,101",668,0,"3,001",5,212,"1,068","21,813",765,362,"1,032",996,"1,606","1,841","2,129","3,740","2,435","6,907","$126,093","$201,552",Temporary Full Closure,4:30 PM,12:00 AM,4:30 PM,12:00 AM,4:30 PM,12:00 AM,4:30 PM,12:00 AM,4:30 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,ALL,
Manhattan,Mulberry Street,Broome Street,Hester Street,Little Italy Merchants Association,"178 Mulberry St, New York, NY 10012",7.5,50%,100%,Active,874.20,"37,456","4,146","33,310","14,836",800,170,"16,383",0,146,975,"17,394","1,752","1,232","1,543",881,"1,356","2,331","1,705","2,426","1,306","2,862","$70,772","$132,760",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00 PM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,"F,S,U",
Manhattan,Orchard Street,Grand Street,East Houston Street,Lower East Side Partnership,"130 Orchard St, New York, NY 10002",8.5,100%,100%,Active,"2,084.56","43,994","6,984","37,010","22,947","3,079",162,"9,410",0,144,"1,268","22,968","2,577","1,468","1,816","1,808","1,817","3,303","2,235","3,588","1,692","2,664","$65,084","$98,544",Temporary Limited Local Access,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,ALL,Y
Manhattan,Pearl Street,Broad Street,Wall Street,Alliance for Downtown New York,"83 Pearl St, New York, NY 10004",7.7,67%,100%,Active,"1,241.78","30,098","2,125","27,973","19,705",865,38,"6,175",17,161,"1,012","14,772",859,274,576,300,553,"1,121","1,124","2,700","2,102","5,163","$147,743","$189,985",Temporary Limited Local Access,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,ALL,
Manhattan,Pell Street,Bowery,Mott Street,Chinatown Business Improvement District,"8 Pell St, New York, NY 10013",3.5,50%,50%,Non-operational,,"41,155","4,241","36,914","7,906","1,952",147,"25,974",24,111,800,"16,180","1,556","1,852","2,525","1,516","1,510","1,911","1,390","1,494",785,"1,641","$39,638","$89,146",Temporary Full Closure,5:00 PM,11:00 PM,5:00 PM,11:00 PM,5:00 PM,11:00 PM,5:00 PM,11:00 PM,5:00 PM,11:00 PM,12:00 PM,11:00 PM,10:00 AM,11:00 PM,ALL,
Manhattan,Pine Street,,,,,1.0,0%,0%,Non-operational,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manhattan,Pleasant Avenue,East 118th Street,East 120th Street,Uptown Grand Central,"351 Pleasant Ave, New York, NY 10035",1.0,0%,0%,Non-operational,,"28,240","16,104","12,136","2,770","7,868",0,923,17,53,505,"11,144","1,945","1,277","1,472","1,102","1,463","1,604","1,085",638,174,384,"$33,114","$54,228",Temporary Limited Local Access,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:00 PM,9:00 PM,10:00 AM,9:00 PM,12:00 PM,8:00 PM,"F,S,U",
Manhattan,Rivington Street,Allen Street,Ludlow Street,Lower East Side Partnership,"84 Rivington St, New York, NY 10002",1.8,100%,100%,Active,313.50,"35,359","5,893","29,466","14,317","1,365",194,"12,025",0,206,"1,359","16,817","1,910","1,359","1,542",926,"1,124","2,198","1,836","2,490","1,381","2,051","$67,929","$105,369",Temporary Limited Local Access,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,ALL,
Manhattan,Rivington Street,Essex Street,Norfolk Street,Rivington East Merchants Association,"127 Rivington St, New York, NY 10002",6.0,0%,0%,Non-operational,,"35,359","5,893","29,466","14,317","1,365",194,"12,025",0,206,"1,359","16,817","1,910","1,359","1,542",926,"1,124","2,198","1,836","2,490","1,381","2,051","$67,929","$105,369",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5:00 PM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,"F,S,U",
Manhattan,Rivington Street,Eldridge Street,Forsyth Street,Jadis,"42 Rivington St, New York, NY 10002",2.3,67%,67%,Active,223.04,"35,359","5,893","29,466","14,317","1,365",194,"12,025",0,206,"1,359","16,817","1,910","1,359","1,542",926,"1,124","2,198","1,836","2,490","1,381","2,051","$67,929","$105,369",Temporary Limited Local Access,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,3:00 PM,12:00 AM,3:00 PM,12:00 AM,ALL,
Manhattan,Rivington Street,Allen Street,Eldridge Street,Sonnyboy,"145 Orchard St, New York, NY 10002",5.8,100%,100%,Active,180.44,"35,359","5,893","29,466","14,317","1,365",194,"12,025",0,206,"1,359","16,817","1,910","1,359","1,542",926,"1,124","2,198","1,836","2,490","1,381","2,051","$67,929","$105,369",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,6:00 PM,10:45 PM,6:00 PM,11:45 PM,10:00 AM,11:45 PM,10:00 AM,10:45 PM,"R,F,S,U",
Manhattan,Rivington Street,Chrystie Street,Bowery,Ray's Bar,"8 Rivington St, New York, NY 10002",6.0,80%,80%,Active,199.35,"35,359","5,893","29,466","14,317","1,365",194,"12,025",0,206,"1,359","16,817","1,910","1,359","1,542",926,"1,124","2,198","1,836","2,490","1,381","2,051","$67,929","$105,369",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12:00 PM,12:00 AM,12:00 PM,12:00 AM,"S,U",
Manhattan,Rutherford Place,East 15th Street,East 17th Street,Stuyvesant Sq Park,"15 Rutherford Pl, New York, NY 10003",3.0,0%,0%,Non-operational,,"59,229","5,267","53,962","41,342","2,038",251,"8,627",55,139,"1,510","28,993","1,890",858,"1,359","1,333","1,626","3,280","3,151","4,787","3,074","7,635","$108,329","$158,698",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,Spring Street,Sullivan Street,West Broadway,"St Tropez Soho, LLC","202 Spring St, New York, NY 10012",7.0,50%,75%,Active,439.35,"25,486","1,452","24,034","19,046",719,17,"3,188",0,77,987,"12,889",633,291,412,508,925,"1,333","1,028","2,169","1,297","4,293","$125,889","$241,592",Temporary Full Closure,N/A,N/A,N/A,N/A,5:00 PM,11:00 PM,5:00 PM,11:00 PM,4:00 PM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,11:00 PM,"W,R,F,S,U",
Manhattan,Spring Street,Mott Street,Elizabeth Street,Mari Makan LLC,"29 Spring St, New York, NY 10012",6.7,100%,100%,Active,211.00,"35,464","4,444","31,020","16,963","1,108",194,"11,438",0,127,"1,190","16,749","1,596",988,"1,195",797,"1,199","2,080","1,651","2,773","1,355","3,115","$82,866","$145,820",Temporary Full Closure,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,10:00 AM,12:00 AM,10:00 AM,12:00 AM,ALL,
Manhattan,St Marks Place,3rd Avenue,2nd Avenue,Village Alliance,"2 St Marks Pl, New York, NY 10003",7.5,100%,100%,Active,639.56,"45,244","3,816","41,428","31,273","2,842",46,"5,890",8,141,"1,228","21,310",895,505,"1,057","1,446","1,578","2,748","1,750","2,980","2,151","6,200","$110,737","$184,665",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:30 PM,12:00 AM,11:30 AM,12:00 AM,11:30 AM,12:00 AM,"F,S,U",
Manhattan,St Marks Place,1st Avenue,Avenue A,St Marks Business Coalition,"81 St Marks Pl, New York, NY 10003",9.5,50%,50%,Active,644.00,"39,614","4,573","35,041","25,955","2,636",30,"5,521",8,54,837,"20,054","1,660",951,"1,331","1,732","1,413","2,571","2,032","3,245","1,628","3,491","$79,540","$120,423",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4:30 PM,11:00 PM,11:30 AM,11:00 PM,11:30 AM,10:00 PM,"F,S,U",
Manhattan,Stanton Street,Allen Street,Ludlow Street,Lower East Side Partnership,"86 Stanton St, New York, NY 10002",3.5,0%,0%,Non-operational,,"43,994","6,984","37,010","22,947","3,079",162,"9,410",0,144,"1,268","22,968","2,577","1,468","1,816","1,808","1,817","3,303","2,235","3,588","1,692","2,664","$65,084","$98,544",Temporary Limited Local Access,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,12:00 PM,8:00 PM,ALL,
Manhattan,Staple Street,Duane Street,Jay Street,The Washington Market School,"165 Duane St, New York, NY 10013",4.0,100%,100%,Non-operational,,"23,410","1,337","22,073","17,726",497,0,"2,826",0,84,940,"10,026",268,191,284,341,316,482,711,"1,050",666,"5,717","$200,001","$370,934",Temporary Full Closure,9:00 AM,2:30 PM,9:00 AM,2:30 PM,9:00 AM,2:30 PM,9:00 AM,2:30 PM,9:00 AM,2:30 PM,N/A,N/A,N/A,N/A,"M,T,W,R,F",
Manhattan,Thompson Street,West 3rd Street,Washington Square South,Judson Memorial Church,"237 Thompson St, New York, NY 10012",2.0,0%,0%,Non-operational,,"41,052","2,091","38,961","32,272","1,015",17,"4,184",5,171,"1,297","22,312",842,433,"1,056",894,"1,643","1,963","2,126","3,782","2,469","7,104","$127,501","$207,158",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,University Place,East 13th Street,West 4th Street,Village Alliance,"113 University Pl, New York, NY 10003",7.4,50%,76%,Active,"2,139.24","51,264","2,823","48,441","38,667","1,484",44,"6,625",0,149,"1,472","24,726",958,503,"1,104",723,"1,383","2,281","1,868","3,882","2,854","9,170","$145,076","$231,417",Temporary Limited Local Access,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8:30 AM,1:30 PM,U,
Manhattan,Washington Place,Greene Street,Washington Square East,Village Alliance,"23 Washington Pl, New York, NY 10003",3.2,0%,0%,Active,857.00,"32,777","1,889","30,888","25,251",992,17,"3,470",0,104,"1,054","16,286",624,342,764,503,"1,093","1,522","1,171","2,678","1,720","5,869","$138,112","$224,611",Temporary Limited Local Access,8:30 AM,7:00 PM,8:30 AM,7:00 PM,8:30 AM,7:00 PM,8:30 AM,7:00 PM,8:30 AM,7:00 PM,N/A,N/A,8:30 AM,4:00 PM,"M,T,W,R, F,U",
Manhattan,Waverly Place,Christopher Street,7th Avenue South,Jeffrey's Grocery,"172 Waverly Pl, New York, NY 10014",8.5,25%,50%,Active,410.40,"35,163","2,148","33,015","28,510",646,0,"2,902",5,115,837,"19,865",743,345,"1,141",910,"1,529","1,810","2,014","3,239","2,191","5,943","$120,277","$192,518",Temporary Full Closure,N/A,N/A,N/A,N/A,N/A,N/A,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,"R,F,S,U",
Manhattan,West 103rd Street,Broadway,Riverside Drive,West 103rd St Open Streets Community Coalition,"250 W 103rd St, New York, NY 10025",3.3,0%,0%,Non-operational,,"46,720","13,463","33,257","21,520","6,032",0,"4,346",0,61,"1,298","20,477","2,487","1,297","1,402","1,458","1,119","2,581","1,803","2,608","1,547","4,175","$74,098","$138,789",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 114th Street,Manhattan Avenue,Frederick Douglass Boulevard,Harlem,"309 W 114th St, New York, NY 10026",3.5,100%,100%,Active,459.66,"45,152","9,938","35,214","11,867","18,879",47,"3,259",0,73,"1,089","18,374","2,422","1,578","1,067","1,420","1,621","2,315","1,987","2,394","1,180","2,390","$61,477","$102,355",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 117th Street,Morningside Avenue,5th Avenue,Harlem,"365 W 117th St, New York, NY 10026",1.0,0%,0%,Non-operational,,"41,850","7,341","34,509","12,244","17,224",74,"3,703",5,78,"1,181","15,938","2,222","1,267",783,"1,017","1,438","2,099","1,563","2,350","1,080","2,119","$64,050","$104,936",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,ALL,
Manhattan,West 120th Street,Lenox Avenue,Mount Morris Park West,120 Marcus Meets Malcolm,"84 W 120th St, New York, NY 10027",10.0,0%,0%,Non-operational,,"33,611","8,128","25,483","5,666","16,841",63,"2,082",0,102,729,"14,233","2,104","1,462","1,022","1,203","1,223","1,740","1,448","1,809",946,"1,276","$51,144","$82,945",Temporary Limited Local Access,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,8:00 PM,8:00 AM,10:00 PM,8:00 AM,10:00 PM,8:00 AM,8:00 PM,ALL,
